Statistical profiling result from isolate-0x103000000-v8.log, (27943 ticks, 3546 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  t std::__1::__hash_table<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::__unordered_map_hasher<unsigned long long, std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::hash<unsigned long long>, true>, std::__1::__unordered_map_equal<unsigned long long, std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::equal_to<unsigned long long>, true>, std::__1::allocator<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*> > >::erase(std::__1::__hash_const_iterator<std::__1::__hash_node<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, void*>*>)
      1    0.0%    0.0%  t std::__1::__hash_table<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::__unordered_map_hasher<unsigned long long, std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::hash<unsigned long long>, true>, std::__1::__unordered_map_equal<unsigned long long, std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::equal_to<unsigned long long>, true>, std::__1::allocator<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*> > >::__node_insert_unique(std::__1::__hash_node<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, void*>*)
      1    0.0%    0.0%  t node::cares_wrap::(anonymous namespace)::ChannelWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t node::Read(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t node::Open(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t node::MaybeStackBuffer<uv_buf_t, 16ul>::AllocateSufficientStorage(unsigned long)
      1    0.0%    0.0%  t node::InternalModuleStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t node::Environment::StartProfilerIdleNotifier()::$_2::__invoke(uv_check_s*)
      1    0.0%    0.0%  t _uv__stream_osx_interrupt_select
      1    0.0%    0.0%  t _uv__run_prepare
      1    0.0%    0.0%  t _uv__io_feed
      1    0.0%    0.0%  t _uv__io_active
      1    0.0%    0.0%  t _uv__count_bufs
      1    0.0%    0.0%  t _tiny_free_no_lock
      1    0.0%    0.0%  t _malloc_zone_register_while_locked
      1    0.0%    0.0%  t _free_tiny
      1    0.0%    0.0%  t ___vfprintf
      1    0.0%    0.0%  T v8::internal::parsing::ParseFunction(v8::internal::ParseInfo*, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::modulo(double, double)
      1    0.0%    0.0%  T v8::internal::interpreter::BytecodeRegisterOptimizer::RegisterAllocateEvent(v8::internal::interpreter::Register)
      1    0.0%    0.0%  T v8::internal::interpreter::BytecodeRegisterOptimizer::CreateMaterializedEquivalent(v8::internal::interpreter::BytecodeRegisterOptimizer::RegisterInfo*)
      1    0.0%    0.0%  T v8::internal::interpreter::BytecodeArrayBuilder::StackCheck(int)
      1    0.0%    0.0%  T v8::internal::compiler::Type::Union(v8::internal::compiler::Type*, v8::internal::compiler::Type*, v8::internal::Zone*)
      1    0.0%    0.0%  T v8::internal::compiler::PipelineCompilationJob::RegisterWeakObjectsInOptimizedCode(v8::internal::Handle<v8::internal::Code>)
      1    0.0%    0.0%  T v8::internal::compiler::Node::RemoveUse(v8::internal::compiler::Node::Use*)
      1    0.0%    0.0%  T v8::internal::compiler::Node::New(v8::internal::Zone*, unsigned int, v8::internal::compiler::Operator const*, int, v8::internal::compiler::Node* const*, bool)
      1    0.0%    0.0%  T v8::internal::compiler::JSNativeContextSpecialization::ExtractReceiverMaps(v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::FeedbackNexus const&, std::__1::vector<v8::internal::Handle<v8::internal::Map>, std::__1::allocator<v8::internal::Handle<v8::internal::Map> > >*)
      1    0.0%    0.0%  T v8::internal::compiler::JSContextSpecialization::ReduceJSLoadContext(v8::internal::compiler::Node*)
      1    0.0%    0.0%  T v8::internal::compiler::GraphTrimmer::TrimGraph()
      1    0.0%    0.0%  T v8::internal::compiler::GraphReducer::~GraphReducer()
      1    0.0%    0.0%  T v8::internal::compiler::GraphReducer::Replace(v8::internal::compiler::Node*, v8::internal::compiler::Node*, unsigned int)
      1    0.0%    0.0%  T v8::internal::compiler::GraphReducer::Reduce(v8::internal::compiler::Node*)
      1    0.0%    0.0%  T v8::internal::compiler::Graph::NewNode(v8::internal::compiler::Operator const*, int, v8::internal::compiler::Node* const*, bool)
      1    0.0%    0.0%  T v8::internal::compiler::CommonOperatorReducer::Reduce(v8::internal::compiler::Node*)
      1    0.0%    0.0%  T v8::internal::compiler::CommonOperatorBuilder::HeapConstant(v8::internal::Handle<v8::internal::HeapObject> const&)
      1    0.0%    0.0%  T v8::internal::compiler::CodeGenerator::AssembleArchInstruction(v8::internal::compiler::Instruction*)
      1    0.0%    0.0%  T v8::internal::compiler::BitsetType::Lub(v8::internal::compiler::Type*)
      1    0.0%    0.0%  T v8::internal::V8::GetCurrentPlatform()
      1    0.0%    0.0%  T v8::internal::TransitionsAccessor::SearchTransition(v8::internal::Name*, v8::internal::PropertyKind, v8::internal::PropertyAttributes)
      1    0.0%    0.0%  T v8::internal::TransitionsAccessor::Initialize()
      1    0.0%    0.0%  T v8::internal::StackFrameIterator::StackFrameIterator(v8::internal::Isolate*, v8::internal::ThreadLocalTop*)
      1    0.0%    0.0%  T v8::internal::StackFrame::GetCallerState(v8::internal::StackFrame::State*) const
      1    0.0%    0.0%  T v8::internal::StackFrame::ComputeType(v8::internal::StackFrameIteratorBase const*, v8::internal::StackFrame::State*)
      1    0.0%    0.0%  T v8::internal::Space::ResumeAllocationObservers()
      1    0.0%    0.0%  T v8::internal::SourcePositionTableBuilder::AddEntry(v8::internal::PositionTableEntry const&)
      1    0.0%    0.0%  T v8::internal::Scavenger::RecordCopiedObject(v8::internal::HeapObject*)
      1    0.0%    0.0%  T v8::internal::Scanner::ScanIdentifierOrKeyword()
      1    0.0%    0.0%  T v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::RuntimeProfiler::ShouldOptimize(v8::internal::JSFunction*, v8::internal::JavaScriptFrame*)
      1    0.0%    0.0%  T v8::internal::Runtime::SetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
      1    0.0%    0.0%  T v8::internal::RootScavengeVisitor::VisitRootPointers(v8::internal::Root, v8::internal::Object**, v8::internal::Object**)
      1    0.0%    0.0%  T v8::internal::RootScavengeVisitor::VisitRootPointer(v8::internal::Root, v8::internal::Object**)
      1    0.0%    0.0%  T v8::internal::PauseAllocationObserversScope::~PauseAllocationObserversScope()
      1    0.0%    0.0%  T v8::internal::ParserLogger::ParserLogger()
      1    0.0%    0.0%  T v8::internal::Parser::ParseFunctionLiteral(v8::internal::AstRawString const*, v8::internal::Scanner::Location, v8::internal::FunctionNameValidity, v8::internal::FunctionKind, int, v8::internal::FunctionLiteral::FunctionType, v8::internal::LanguageMode, bool*)
      1    0.0%    0.0%  T v8::internal::NewSpace::UpdateAllocationInfo()
      1    0.0%    0.0%  T v8::internal::MemoryChunk::Initialize(v8::internal::Heap*, unsigned char*, unsigned long, unsigned char*, unsigned char*, v8::internal::Executability, v8::internal::Space*, v8::base::VirtualMemory*)
      1    0.0%    0.0%  T v8::internal::Map::SetPrototype(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::Map::ConnectTransition(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::SimpleTransitionFlag)
      1    0.0%    0.0%  T v8::internal::LoadIC::GetMapIndependentHandler(v8::internal::LookupIterator*)
      1    0.0%    0.0%  T v8::internal::JSTypedArray::GetBuffer()
      1    0.0%    0.0%  T v8::internal::JSReceiver::GetCreationContext()
      1    0.0%    0.0%  T v8::internal::Heap::PerformGarbageCollection(v8::internal::GarbageCollector, v8::GCCallbackFlags)
      1    0.0%    0.0%  T v8::internal::Heap::AllocateWeakCell(v8::internal::HeapObject*)
      1    0.0%    0.0%  T v8::internal::HandleScopeImplementer::Iterate(v8::internal::RootVisitor*)
      1    0.0%    0.0%  T v8::internal::GlobalHandles::IterateNewSpaceWeakUnmodifiedRoots(v8::internal::RootVisitor*)
      1    0.0%    0.0%  T v8::internal::FeedbackNexus::ConfigurePolymorphic(v8::internal::Handle<v8::internal::Name>, std::__1::vector<v8::internal::Handle<v8::internal::Map>, std::__1::allocator<v8::internal::Handle<v8::internal::Map> > > const&, v8::internal::List<v8::internal::Handle<v8::internal::Object>, v8::internal::FreeStoreAllocationPolicy>*)
      1    0.0%    0.0%  T v8::internal::Factory::NewNumber(double, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Factory::NewMap(v8::internal::InstanceType, int, v8::internal::ElementsKind)
      1    0.0%    0.0%  T v8::internal::ConcurrentMarking::PauseScope::~PauseScope()
      1    0.0%    0.0%  T v8::internal::CompilationInfo::CompilationInfo(v8::internal::Zone*, v8::internal::Isolate*, v8::internal::Handle<v8::internal::Script>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::JSFunction>)
      1    0.0%    0.0%  T v8::internal::Code::CopyFrom(v8::internal::CodeDesc const&)
      1    0.0%    0.0%  T v8::internal::CancelableTaskManager::TryAbort(unsigned long long)
      1    0.0%    0.0%  T v8::internal::CancelableTask::CancelableTask(v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Builtin_JsonStringify(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Bitmap::Clear()
      1    0.0%    0.0%  T v8::internal::BaseNameDictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::Add(v8::internal::Handle<v8::internal::NameDictionary>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDetails, int*)
      1    0.0%    0.0%  T v8::internal::AstValueFactory::GetOneByteStringInternal(v8::internal::Vector<unsigned char const>)
      1    0.0%    0.0%  T v8::internal::Assembler::vinstr(unsigned char, v8::internal::XMMRegister, v8::internal::XMMRegister, v8::internal::Operand const&, v8::internal::Assembler::SIMDPrefix, v8::internal::Assembler::LeadingOpcode, v8::internal::Assembler::VexW)
      1    0.0%    0.0%  T v8::internal::Assembler::jmp(v8::internal::Label*, v8::internal::Label::Distance)
      1    0.0%    0.0%  T v8::Value::IsArray() const
      1    0.0%    0.0%  T v8::V8::GlobalizeReference(v8::internal::Isolate*, v8::internal::Object**)
      1    0.0%    0.0%  T v8::String::IsExternalOneByte() const
      1    0.0%    0.0%  T v8::Object::InternalFieldCount()
      1    0.0%    0.0%  T node::TCPWrap::Listen(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T node::NodePlatform::MonotonicallyIncreasingTime()
      1    0.0%    0.0%  T node::AsyncWrap::EmitBefore(node::Environment*, double)
      1    0.0%    0.0%  T _swprintf_l
      1    0.0%    0.0%  T _pthread_rwlock_destroy
      1    0.0%    0.0%  T _pthread_get_stacksize_np
      1    0.0%    0.0%  T _proc_name
      1    0.0%    0.0%  T _mach_msg
      1    0.0%    0.0%  T _fstat64
      1    0.0%    0.0%  T __pthread_exit_if_canceled

 [Summary]:
   ticks  total  nonlib   name
  11050   39.5%   40.2%  JavaScript
  12886   46.1%   46.9%  C++
    141    0.5%    0.5%  GC
    461    1.6%          Shared libraries
   3546   12.7%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
    822   17.5%    2.9%  T v8::internal::Builtin_JsonStringify(int, v8::internal::Object**, v8::internal::Isolate*)
    657   14.0%    2.4%  T v8::internal::Builtin_NumberPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
    519   11.1%    1.9%  T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
    449    9.6%    1.6%  T ___fcntl_nocancel
    399    8.5%    1.4%  T v8::internal::Builtin_ObjectEntries(int, v8::internal::Object**, v8::internal::Isolate*)
    351    7.5%    1.3%  T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
    339    7.2%    1.2%  T v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    226    4.8%    0.8%  T v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    117    2.5%    0.4%  T v8::internal::Isolate::RunMicrotasksInternal()
     87    1.9%    0.3%  T v8::internal::Isolate::PromiseReactionJob(v8::internal::Handle<v8::internal::PromiseReactionJobInfo>, v8::internal::MaybeHandle<v8::internal::Object>*, v8::internal::MaybeHandle<v8::internal::Object>*)
     67    1.4%    0.2%  t v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, bool, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Handle<v8::internal::Object>, v8::internal::Execution::MessageHandling)
     40    0.9%    0.1%  T v8::internal::Runtime_EnqueuePromiseReactionJob(int, v8::internal::Object**, v8::internal::Isolate*)
     31    0.7%    0.1%  T v8::internal::Execution::TryCall(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Execution::MessageHandling, v8::internal::MaybeHandle<v8::internal::Object>*)
     25    0.5%    0.1%  T v8::internal::Runtime_StringParseInt(int, v8::internal::Object**, v8::internal::Isolate*)
     25    0.5%    0.1%  T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
     24    0.5%    0.1%  T v8::internal::Builtin_ObjectAssign(int, v8::internal::Object**, v8::internal::Isolate*)
     23    0.5%    0.1%  T v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
     23    0.5%    0.1%  T v8::internal::Builtin_ObjectGetPrototypeOf(int, v8::internal::Object**, v8::internal::Isolate*)
     20    0.4%    0.1%  T v8::internal::Map::FindRootMap() const
     20    0.4%    0.1%  T _thread_self_trap
     19    0.4%    0.1%  T v8::Object::Get(v8::Local<v8::Context>, unsigned int)
     16    0.3%    0.1%  t node::(anonymous namespace)::TimerWrap::Now(v8::FunctionCallbackInfo<v8::Value> const&)
     15    0.3%    0.1%  T v8::internal::Builtin_StringPrototypeTrim(int, v8::internal::Object**, v8::internal::Isolate*)
     15    0.3%    0.1%  T v8::Value::IsExternal() const
     15    0.3%    0.1%  T v8::External::Value() const
     14    0.3%    0.1%  T node::StreamBase::Writev(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.3%    0.0%  t void v8::internal::String::WriteToFlat<unsigned short>(v8::internal::String*, unsigned short*, int, int)
     12    0.3%    0.0%  t _uv__write
     11    0.2%    0.0%  t _tiny_malloc_should_clear
     11    0.2%    0.0%  T v8::internal::Isolate::RunMicrotasks()
     10    0.2%    0.0%  T v8::String::WriteUtf8(char*, int, int*, int) const
      9    0.2%    0.0%  T node::DTRACE_HTTP_SERVER_REQUEST(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.2%    0.0%  t _uv__hrtime
      8    0.2%    0.0%  t __malloc_initialize
      8    0.2%    0.0%  T v8::Object::Get(unsigned int)
      8    0.2%    0.0%  T v8::HandleScope::Initialize(v8::Isolate*)
      8    0.2%    0.0%  T ___pthread_init
      7    0.1%    0.0%  T v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.1%    0.0%  t void v8::Utf8WriterVisitor::Visit<unsigned char>(unsigned char const*, int)
      6    0.1%    0.0%  T v8::internal::SaveContext::SaveContext(v8::internal::Isolate*)
      6    0.1%    0.0%  T v8::internal::GlobalHandles::Create(v8::internal::Object*)
      6    0.1%    0.0%  T v8::Value::IsArrayBufferView() const
      6    0.1%    0.0%  T v8::Isolate::SuppressMicrotaskExecutionScope::SuppressMicrotaskExecutionScope(v8::Isolate*)
      6    0.1%    0.0%  T _uv_update_time
      5    0.1%    0.0%  t void v8::internal::String::WriteToFlat<unsigned char>(v8::internal::String*, unsigned char*, int, int)
      5    0.1%    0.0%  T v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.1%    0.0%  T v8::String::WriteOneByte(unsigned char*, int, int, int) const
      5    0.1%    0.0%  T node::StringBytes::Write(v8::Isolate*, char*, unsigned long, v8::Local<v8::Value>, node::encoding, int*)
      5    0.1%    0.0%  T node::DTRACE_HTTP_SERVER_RESPONSE(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.1%    0.0%  T void v8::internal::LookupIterator::Start<true>()
      4    0.1%    0.0%  T v8::internal::ThreadId::GetCurrentThreadId()
      4    0.1%    0.0%  T v8::Value::ToString(v8::Local<v8::Context>) const
      4    0.1%    0.0%  T node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      4    0.1%    0.0%  T _task_self_trap
      3    0.1%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetEntryForIndex(v8::internal::Isolate*, v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
      3    0.1%    0.0%  t uv
      3    0.1%    0.0%  t node::MaybeStackBuffer<char, 1024ul>::SetLengthAndZeroTerminate(unsigned long)
      3    0.1%    0.0%  t node::AliasedBuffer<double, v8::Float64Array>::AliasedBuffer(node::AliasedBuffer<double, v8::Float64Array> const&)
      3    0.1%    0.0%  t _tiny_malloc_from_free_list
      3    0.1%    0.0%  t _nano_common_configure
      3    0.1%    0.0%  t _malloc_print_configure
      3    0.1%    0.0%  T void node::StreamBase::JSMethod<node::LibuvStreamWrap, &(node::StreamBase::Writev(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.1%    0.0%  T v8::internal::String::SlowFlatten(v8::internal::Handle<v8::internal::ConsString>, v8::internal::PretenureFlag)
      3    0.1%    0.0%  T v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.1%    0.0%  T v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.1%    0.0%  T v8::internal::Object::GetProperty(v8::internal::LookupIterator*)
      3    0.1%    0.0%  T v8::internal::LookupIterator::PropertyOrElement(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*, v8::internal::LookupIterator::Configuration)
      3    0.1%    0.0%  T v8::internal::LookupIterator::FetchValue() const
      3    0.1%    0.0%  T v8::Value::ToString(v8::Isolate*) const
      3    0.1%    0.0%  T v8::TryCatch::~TryCatch()
      3    0.1%    0.0%  T v8::TryCatch::TryCatch(v8::Isolate*)
      3    0.1%    0.0%  T v8::Object::Set(v8::Local<v8::Context>, v8::Local<v8::Value>, v8::Local<v8::Value>)
      3    0.1%    0.0%  T node::ParseEncoding(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      3    0.1%    0.0%  T _uv_try_write
      3    0.1%    0.0%  T __kernelrpc_mach_vm_deallocate_trap
      2    0.0%    0.0%  t v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
      2    0.0%    0.0%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::Utf8WriterVisitor>(v8::Utf8WriterVisitor*, v8::internal::String*, int)
      2    0.0%    0.0%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::Utf8LengthHelper::Visitor>(v8::Utf8LengthHelper::Visitor*, v8::internal::String*, int)
      2    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::Get(v8::internal::Handle<v8::internal::JSObject>, unsigned int)
      2    0.0%    0.0%  t node::StreamBase::Write(uv_buf_t*, unsigned long, uv_stream_s*, v8::Local<v8::Object>)
      2    0.0%    0.0%  t _hex
      2    0.0%    0.0%  t _create_scalable_szone
      2    0.0%    0.0%  T v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Map::TransitionToDataProperty(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::PropertyConstness, v8::internal::Object::StoreFromKeyed, bool*)
      2    0.0%    0.0%  T v8::internal::Logger::ApiEntryCall(char const*)
      2    0.0%    0.0%  T v8::internal::Builtin_JsonParse(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Builtin_ArrayShift(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::Value::IsTrue() const
      2    0.0%    0.0%  T v8::Isolate::SuppressMicrotaskExecutionScope::~SuppressMicrotaskExecutionScope()
      2    0.0%    0.0%  T v8::ArrayBuffer::GetContents()
      2    0.0%    0.0%  T node::Utf8Value::Utf8Value(v8::Isolate*, v8::Local<v8::Value>)
      2    0.0%    0.0%  T node::ParseEncoding(char const*, node::encoding)
      2    0.0%    0.0%  T _uv_write2
      2    0.0%    0.0%  T _mach_msg_trap
      2    0.0%    0.0%  T _host_self_trap
      2    0.0%    0.0%  T _fchown
      1    0.0%    0.0%  t void v8::internal::LookupIterator::NextInternal<false>(v8::internal::Map*, v8::internal::JSReceiver*)
      1    0.0%    0.0%  t v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<false>(v8::internal::Map*, v8::internal::JSReceiver*)
      1    0.0%    0.0%  t v8::internal::LookupIterator::LookupIterator(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>, v8::internal::LookupIterator::Configuration)
      1    0.0%    0.0%  t v8::internal::(anonymous namespace)::FastElementsAccessor<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::RemoveElement(v8::internal::Handle<v8::internal::JSArray>, v8::internal::(anonymous namespace)::Where)
      1    0.0%    0.0%  t v8::RecursivelySerializeToUtf8(v8::internal::String*, v8::Utf8WriterVisitor*, int)
      1    0.0%    0.0%  t v8::(anonymous namespace)::CallDepthScope<false>::CallDepthScope(v8::internal::Isolate*, v8::Local<v8::Context>)
      1    0.0%    0.0%  t node::MaybeStackBuffer<uv_buf_t, 16ul>::AllocateSufficientStorage(unsigned long)
      1    0.0%    0.0%  t _uv__io_feed
      1    0.0%    0.0%  t _uv__io_active
      1    0.0%    0.0%  t _uv__count_bufs
      1    0.0%    0.0%  t _tiny_size
      1    0.0%    0.0%  t _szone_size
      1    0.0%    0.0%  t _mvm_allocate_pages
      1    0.0%    0.0%  t _malloc_zone_register_while_locked
      1    0.0%    0.0%  t _free_small
      1    0.0%    0.0%  T v8::internal::TransitionsAccessor::SearchTransition(v8::internal::Name*, v8::internal::PropertyKind, v8::internal::PropertyAttributes)
      1    0.0%    0.0%  T v8::internal::TransitionsAccessor::Initialize()
      1    0.0%    0.0%  T v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime::SetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
      1    0.0%    0.0%  T v8::internal::LookupIterator::GetDataValue() const
      1    0.0%    0.0%  T v8::internal::LookupIterator::ApplyTransitionToDataProperty(v8::internal::Handle<v8::internal::JSObject>)
      1    0.0%    0.0%  T v8::internal::JSTypedArray::GetBuffer()
      1    0.0%    0.0%  T v8::internal::Isolate::FireCallCompletedCallback()
      1    0.0%    0.0%  T v8::internal::Factory::NewNumber(double, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::Value::IsArray() const
      1    0.0%    0.0%  T v8::V8::GlobalizeReference(v8::internal::Isolate*, v8::internal::Object**)
      1    0.0%    0.0%  T v8::String::IsExternalOneByte() const
      1    0.0%    0.0%  T v8::Object::InternalFieldCount()

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
   3546   12.7%  UNKNOWN

   2385    8.5%  T _task_info

   1288    4.6%  T _http_parser_execute

    897    3.2%  T _thread_policy_get

    738    2.6%  LoadIC: A load IC from the snapshot
    165   22.4%    LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     79   10.7%    LazyCompile: *socketOnWrap _http_server.js:690:22
     79  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     79  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     61    8.3%    LazyCompile: *reuse timers.js:350:15
     60   98.4%      LazyCompile: *resetSocketTimeout _http_server.js:647:28
     60  100.0%        LazyCompile: *parserOnIncoming _http_server.js:585:26
     60  100.0%          LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      1    1.6%      LazyCompile: ~exports.unenroll timers.js:367:45
      1  100.0%        LazyCompile: *resOnFinish _http_server.js:545:21
      1  100.0%          LazyCompile: *emit events.js:138:44
      1  100.0%            LazyCompile: ~onFinish _http_outgoing.js:727:18
     53    7.2%    LazyCompile: *remove internal/linkedlist.js:15:16
     50   94.3%      LazyCompile: *onParserExecute _http_server.js:476:25
      3    5.7%      LazyCompile: ~reuse timers.js:350:15
      2   66.7%        LazyCompile: ~exports.unenroll timers.js:367:45
      1   50.0%          LazyCompile: ~Socket.setTimeout net.js:365:39
      1  100.0%            LazyCompile: ~resOnFinish _http_server.js:545:21
      1   50.0%          LazyCompile: *resOnFinish _http_server.js:545:21
      1  100.0%            LazyCompile: *emit events.js:138:44
      1   33.3%        LazyCompile: *resetSocketTimeout _http_server.js:647:28
      1  100.0%          LazyCompile: *parserOnIncoming _http_server.js:585:26
      1  100.0%            LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     51    6.9%    LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     51  100.0%      Builtin: AsyncFunctionAwaitResolveClosure
     51  100.0%        Builtin: PromiseHandle
     51  100.0%          Stub: CallApiCallbackStub
     51  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     33    4.5%    LazyCompile: *nextTick internal/process/next_tick.js:146:20
     27   81.8%      LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     27  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     27  100.0%          Builtin: PromiseHandle
     27  100.0%            Stub: CallApiCallbackStub
      5   15.2%      LazyCompile: *parserOnMessageComplete _http_common.js:141:33
      1    3.0%      LazyCompile: ~endReadable _stream_readable.js:1092:21
      1  100.0%        LazyCompile: ~Readable.read _stream_readable.js:377:35
      1  100.0%          LazyCompile: ~flow _stream_readable.js:855:14
