Statistical profiling result from isolate-0x102801000-v8.log, (27701 ticks, 3751 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     28  100.0%      LazyCompile: *resetSocketTimeout _http_server.js:647:28
     28  100.0%        LazyCompile: *parserOnIncoming _http_server.js:585:26
     28  100.0%          LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     24    3.1%    LazyCompile: *emit events.js:138:44
     15   62.5%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     15  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      8   33.3%      LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
      8  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      8  100.0%          Builtin: PromiseHandle
      8  100.0%            Stub: CallApiCallbackStub
      1    4.2%      LazyCompile: ~endReadableNT _stream_readable.js:1101:23
      1  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     13    1.7%    LazyCompile: *module.exports /Users/Axel/Development/router/lib/filters/method.js:7:18
     13  100.0%      LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
     13  100.0%        Builtin: PromiseConstructor
     13  100.0%          LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     13  100.0%            LazyCompile: *parserOnIncoming _http_server.js:585:26
      8    1.0%    LazyCompile: *resOnFinish _http_server.js:545:21
      8  100.0%      LazyCompile: *onFinish _http_outgoing.js:727:18
      8  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
      8    1.0%    LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
      8  100.0%      Builtin: PromiseConstructor
      8  100.0%        LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
      8  100.0%          LazyCompile: *parserOnIncoming _http_server.js:585:26
      8  100.0%            LazyCompile: *parserOnHeadersComplete _http_common.js:62:33

    533    1.9%  StoreIC: A store IC from the snapshot
     91   17.1%    LazyCompile: *exports.unenroll timers.js:367:45
     91  100.0%      LazyCompile: *resOnFinish _http_server.js:545:21
     90   98.9%        LazyCompile: *onFinish _http_outgoing.js:727:18
     90  100.0%          LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
      1    1.1%        LazyCompile: *emit events.js:138:44
      1  100.0%          LazyCompile: ~onFinish _http_outgoing.js:727:18
      1  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     88   16.5%    LazyCompile: *remove internal/linkedlist.js:15:16
     87   98.9%      LazyCompile: *onParserExecute _http_server.js:476:25
      1    1.1%      LazyCompile: ~reuse timers.js:350:15
      1  100.0%        LazyCompile: *resetSocketTimeout _http_server.js:647:28
      1  100.0%          LazyCompile: *parserOnIncoming _http_server.js:585:26
      1  100.0%            LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     81   15.2%    LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     72   13.5%    LazyCompile: *reuse timers.js:350:15
     72  100.0%      LazyCompile: *resetSocketTimeout _http_server.js:647:28
     72  100.0%        LazyCompile: *parserOnIncoming _http_server.js:585:26
     72  100.0%          LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     66   12.4%    LazyCompile: *Socket._writeGeneric net.js:687:42
     66  100.0%      LazyCompile: *clearBuffer _stream_writable.js:492:21
     66  100.0%        LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     66  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     66  100.0%            Builtin: PromiseHandle
     29    5.4%    LazyCompile: *ServerResponse _http_server.js:120:24
     29  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     29  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     22    4.1%    LazyCompile: *resetSocketTimeout _http_server.js:647:28
     22  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     22  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     21    3.9%    LazyCompile: *insert timers.js:174:16
     21  100.0%      LazyCompile: *resOnFinish _http_server.js:545:21
     21  100.0%        LazyCompile: *onFinish _http_outgoing.js:727:18
     21  100.0%          LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     18    3.4%    LazyCompile: *onParserExecute _http_server.js:476:25
     10    1.9%    LazyCompile: *parserOnIncoming _http_server.js:585:26
     10  100.0%      LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      9    1.7%    LazyCompile: *resume_ _stream_readable.js:831:17
      9  100.0%      LazyCompile: *_tickCallback internal/process/next_tick.js:92:25

    529    1.9%  LoadIC: A load IC from the snapshot
    149   28.2%    LazyCompile: *socketOnWrap _http_server.js:690:22
    149  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
    149  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     56   10.6%    LazyCompile: *_writeRaw _http_outgoing.js:246:19
     56  100.0%      LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     56  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     56  100.0%          Builtin: PromiseHandle
     56  100.0%            Stub: CallApiCallbackStub
     43    8.1%    LazyCompile: *emit events.js:138:44
     33   76.7%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     33  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      9   20.9%      LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
      9  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      9  100.0%          Builtin: PromiseHandle
      9  100.0%            Stub: CallApiCallbackStub
      1    2.3%      LazyCompile: ~onFinish _http_outgoing.js:727:18
      1  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     39    7.4%    LazyCompile: *parserOnIncoming _http_server.js:585:26
     39  100.0%      LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     36    6.8%    LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     27    5.1%    LazyCompile: *resOnFinish _http_server.js:545:21
     26   96.3%      LazyCompile: *onFinish _http_outgoing.js:727:18
     26  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
      1    3.7%      LazyCompile: *emit events.js:138:44
      1  100.0%        LazyCompile: ~onFinish _http_outgoing.js:727:18
      1  100.0%          LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     21    4.0%    LazyCompile: *onParserExecute _http_server.js:476:25
     20    3.8%    LazyCompile: *ServerResponse _http_server.js:120:24
     20  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     20  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     17    3.2%    LazyCompile: *Readable.read _stream_readable.js:377:35
     16   94.1%      LazyCompile: *resume_ _stream_readable.js:831:17
     16  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
      1    5.9%      LazyCompile: ~resume_ _stream_readable.js:831:17
      1  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
     13    2.5%    LazyCompile: *Socket._writeGeneric net.js:687:42
     13  100.0%      LazyCompile: *clearBuffer _stream_writable.js:492:21
     13  100.0%        LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     13  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     13  100.0%            Builtin: PromiseHandle
     11    2.1%    LazyCompile: *resetSocketTimeout _http_server.js:647:28
     11  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
     11  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     11    2.1%    LazyCompile: *nextTick internal/process/next_tick.js:146:20
      8   72.7%      LazyCompile: *parserOnMessageComplete _http_common.js:141:33
      2   18.2%      LazyCompile: *resOnFinish _http_server.js:545:21
      2  100.0%        LazyCompile: *onFinish _http_outgoing.js:727:18
      2  100.0%          LazyCompile: *_tickCallback internal/process/next_tick.js:92:25
      1    9.1%      LazyCompile: ~emitReadable _stream_readable.js:510:22
      1  100.0%        LazyCompile: ~onEofChunk _stream_readable.js:492:20
      1  100.0%          LazyCompile: ~readableAddChunk _stream_readable.js:226:26
      1  100.0%            LazyCompile: ~Readable.push _stream_readable.js:201:35
     10    1.9%    LazyCompile: *onwrite _stream_writable.js:445:17
     10  100.0%      LazyCompile: *Socket._writeGeneric net.js:687:42
     10  100.0%        LazyCompile: *clearBuffer _stream_writable.js:492:21
     10  100.0%          LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
     10  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      9    1.7%    LazyCompile: *parserOnMessageComplete _http_common.js:141:33

    324    1.2%  LazyCompile: *_tickCallback internal/process/next_tick.js:92:25

    283    1.0%  Builtin: KeyedStoreIC_Megamorphic_Strict
    198   70.0%    LazyCompile: *socketOnWrap _http_server.js:690:22
    198  100.0%      LazyCompile: *parserOnIncoming _http_server.js:585:26
    198  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     58   20.5%    LazyCompile: *parserOnIncoming _http_server.js:585:26
     58  100.0%      LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     25    8.8%    LazyCompile: *parserOnHeadersComplete _http_common.js:62:33

    279    1.0%  LazyCompile: *_resolve /Users/Axel/Development/router/index.js:111:23
    279  100.0%    Builtin: PromiseConstructor
    279  100.0%      LazyCompile: *<anonymous> /Users/Axel/Development/router/lib/http.js:8:49
    279  100.0%        LazyCompile: *parserOnIncoming _http_server.js:585:26
    279  100.0%          LazyCompile: *parserOnHeadersComplete _http_common.js:62:33

