Statistical profiling result from isolate-0x102801000-v8.log, (27701 ticks, 3751 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     33    0.1%    0.1%  T v8::internal::PerIsolateAssertScope<(v8::internal::PerIsolateAssertType)0, true>::IsAllowed(v8::internal::Isolate*)
     33    0.1%    0.1%  T v8::internal::LookupIterator::PrepareTransitionToDataProperty(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::StoreFromKeyed)
     33    0.1%    0.1%  T v8::internal::JSObject::FastPropertyAt(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Representation, v8::internal::FieldIndex)
     32    0.1%    0.1%  T v8::internal::Isolate::FireCallCompletedCallback()
     32    0.1%    0.1%  T node::AsyncWrap::MakeCallback(v8::Local<v8::Function>, int, v8::Local<v8::Value>*)
     31    0.1%    0.1%  t _hex
     31    0.1%    0.1%  T v8::internal::LookupIterator::FetchValue() const
     31    0.1%    0.1%  T v8::Object::Set(v8::Local<v8::Context>, v8::Local<v8::Value>, v8::Local<v8::Value>)
     30    0.1%    0.1%  t node::(anonymous namespace)::Parser::OnStreamRead(long, uv_buf_t const&)
     30    0.1%    0.1%  T v8::internal::SaveContext::SaveContext(v8::internal::Isolate*)
     30    0.1%    0.1%  T v8::base::Thread::GetThreadLocal(int)
     29    0.1%    0.1%  t _uv__write
     29    0.1%    0.1%  T v8::internal::String::GetFlatContent()
     28    0.1%    0.1%  t node::(anonymous namespace)::Parser::Execute(char*, unsigned long)
     28    0.1%    0.1%  T __kernelrpc_mach_port_get_refs
     27    0.1%    0.1%  t void v8::internal::String::WriteToFlat<unsigned char>(v8::internal::String*, unsigned char*, int, int)
     27    0.1%    0.1%  T v8::Array::New(v8::Isolate*, int)
     26    0.1%    0.1%  t v8::internal::Builtin_Impl_HandleApiCall(v8::internal::BuiltinArguments, v8::internal::Isolate*)
     26    0.1%    0.1%  t node::(anonymous namespace)::Parser::CreateHeaders()
     26    0.1%    0.1%  T v8::String::NewFromOneByte(v8::Isolate*, unsigned char const*, v8::NewStringType, int)
     25    0.1%    0.1%  t v8::internal::(anonymous namespace)::ProbeInstantiationsCache(v8::internal::Isolate*, int, v8::internal::(anonymous namespace)::CachingMode)
     25    0.1%    0.1%  T void node::StreamBase::JSMethod<node::LibuvStreamWrap, &(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
     25    0.1%    0.1%  T v8::internal::FindStringIndicesDispatch(v8::internal::Isolate*, v8::internal::String*, v8::internal::String*, std::__1::vector<int, std::__1::allocator<int> >*, unsigned int)
     25    0.1%    0.1%  T v8::internal::Factory::NewConsString(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>)
     24    0.1%    0.1%  T __simple_sprintf
     23    0.1%    0.1%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::SetLength(v8::internal::Handle<v8::internal::JSArray>, unsigned int)
     23    0.1%    0.1%  t node::LibuvStreamWrap::Initialize(v8::Local<v8::Object>, v8::Local<v8::Value>, v8::Local<v8::Context>)::$_0::__invoke(v8::FunctionCallbackInfo<v8::Value> const&)
     23    0.1%    0.1%  T v8::internal::StringTable::LookupString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>)
     23    0.1%    0.1%  T v8::internal::JsonStringifier::InitializeReplacer(v8::internal::Handle<v8::internal::Object>)
     23    0.1%    0.1%  T v8::internal::JSArray::SetLength(v8::internal::Handle<v8::internal::JSArray>, unsigned int)
     23    0.1%    0.1%  T v8::HandleScope::HandleScope(v8::Isolate*)
     23    0.1%    0.1%  T v8::External::Value() const
     23    0.1%    0.1%  T node::AsyncWrap::EmitAfter(node::Environment*, double)
     22    0.1%    0.1%  T v8::internal::JSObject::MigrateToMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
     22    0.1%    0.1%  T v8::internal::Factory::NewStringFromOneByte(v8::internal::Vector<unsigned char const>, v8::internal::PretenureFlag)
     22    0.1%    0.1%  T v8::internal::Factory::NewProperSubString(v8::internal::Handle<v8::internal::String>, int, int)
     22    0.1%    0.1%  T v8::Context::Exit()
     21    0.1%    0.1%  t v8::internal::MaybeHandle<v8::internal::Object> v8::internal::(anonymous namespace)::HandleApiCallHelper<true>(v8::internal::Isolate*, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::FunctionTemplateInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::BuiltinArguments)
     21    0.1%    0.1%  T v8::internal::SaveContext::~SaveContext()
     21    0.1%    0.1%  T v8::internal::Factory::NewRawOneByteString(int, v8::internal::PretenureFlag)
     21    0.1%    0.1%  T v8::internal::Execution::TryCall(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Execution::MessageHandling, v8::internal::MaybeHandle<v8::internal::Object>*)
     21    0.1%    0.1%  T _chmod
     20    0.1%    0.1%  t _uv__hrtime
     20    0.1%    0.1%  T v8::internal::Runtime_EnqueuePromiseReactionJob(int, v8::internal::Object**, v8::internal::Isolate*)
     20    0.1%    0.1%  T v8::HandleScope::~HandleScope()
     20    0.1%    0.1%  T v8::Function::Call(v8::Local<v8::Value>, int, v8::Local<v8::Value>*)
     20    0.1%    0.1%  T int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
     19    0.1%    0.1%  t int v8::internal::SlotSet::Iterate<v8::internal::PageScavengingItem::Process(v8::internal::Scavenger*)::'lambda'(unsigned char*)>(v8::internal::PageScavengingItem::Process(v8::internal::Scavenger*)::'lambda'(unsigned char*), v8::internal::SlotSet::EmptyBucketMode)
     19    0.1%    0.1%  T v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     19    0.1%    0.1%  T v8::Integer::New(v8::Isolate*, int)
     18    0.1%    0.1%  t v8::internal::Builtin_Impl_JsonStringify(v8::internal::BuiltinArguments, v8::internal::Isolate*)
     18    0.1%    0.1%  T void v8::internal::LookupIterator::Start<false>()
     18    0.1%    0.1%  T v8::internal::LookupIterator::WriteDataValue(v8::internal::Handle<v8::internal::Object>, bool)
     18    0.1%    0.1%  T v8::internal::JsonStringifier::ApplyToJsonFunction(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
     18    0.1%    0.1%  T v8::EscapableHandleScope::Escape(v8::internal::Object**)
     18    0.1%    0.1%  T node::LibuvStreamWrap::OnUvRead(long, uv_buf_t const*)
     17    0.1%    0.1%  t node::(anonymous namespace)::StringPtr::Save()
     17    0.1%    0.1%  t _tiny_malloc_from_free_list
     17    0.1%    0.1%  T v8::internal::Factory::NewFixedArray(int, v8::internal::PretenureFlag)
     17    0.1%    0.1%  T _http_should_keep_alive
     16    0.1%    0.1%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetDetails(v8::internal::JSObject*, unsigned int)
     16    0.1%    0.1%  T v8::internal::Runtime_StringParseInt(int, v8::internal::Object**, v8::internal::Isolate*)
     16    0.1%    0.1%  T v8::internal::IncrementalStringBuilder::Finish()
     16    0.1%    0.1%  T v8::Value::IntegerValue() const
     16    0.1%    0.1%  T _task_self_trap
     15    0.1%    0.1%  T v8::internal::RegExpResultsCache::Enter(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::FixedArray>, v8::internal::Handle<v8::internal::FixedArray>, v8::internal::RegExpResultsCache::ResultsCacheType)
     15    0.1%    0.1%  T v8::internal::Isolate::RunMicrotasks()
     15    0.1%    0.1%  T v8::internal::GetOwnValuesOrEntries(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::PropertyFilter, bool)
     15    0.1%    0.1%  T _vm_region_recurse_64
     14    0.1%    0.1%  t non-virtual thunk to node::(anonymous namespace)::Parser::OnStreamRead(long, uv_buf_t const&)
     14    0.1%    0.1%  T v8::internal::Heap::AllocateRawOneByteString(int, v8::internal::PretenureFlag)
     14    0.1%    0.1%  T v8::internal::HandleScope::DeleteExtensions(v8::internal::Isolate*)
     14    0.1%    0.1%  T v8::internal::GlobalHandles::Create(v8::internal::Object*)
     14    0.1%    0.1%  T v8::Isolate::GetCurrentContext()
     13    0.0%    0.0%  t v8::internal::Builtin_Impl_ObjectEntries(v8::internal::BuiltinArguments, v8::internal::Isolate*)
     13    0.0%    0.0%  t bool v8::internal::StringToArrayIndex<v8::internal::StringCharacterStream>(v8::internal::StringCharacterStream*, unsigned int*)
     13    0.0%    0.0%  t _uv___stream_fd
     13    0.0%    0.0%  T v8::internal::Isolate::EnqueueMicrotask(v8::internal::Handle<v8::internal::Object>)
     13    0.0%    0.0%  T v8::internal::Heap::NotifyObjectLayoutChange(v8::internal::HeapObject*, int, v8::internal::PerThreadAssertScopeDebugOnly<(v8::internal::PerThreadAssertType)0, false> const&)
     13    0.0%    0.0%  T v8::internal::Factory::NewNumberFromInt(int, v8::internal::PretenureFlag)
     12    0.0%    0.0%  t node::(anonymous namespace)::Parser::Proxy<int (node::(anonymous namespace)::Parser::*)(), &(node::(anonymous namespace)::Parser::on_message_begin())>::Raw(http_parser*)
     12    0.0%    0.0%  T v8::internal::RegExpResultsCache::Lookup(v8::internal::Heap*, v8::internal::String*, v8::internal::Object*, v8::internal::FixedArray**, v8::internal::RegExpResultsCache::ResultsCacheType)
     12    0.0%    0.0%  T v8::internal::Object::SetProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode, v8::internal::Object::StoreFromKeyed)
     12    0.0%    0.0%  T v8::internal::FlatStringReader::PostGarbageCollection()
     12    0.0%    0.0%  T v8::internal::Factory::NewUninitializedFixedArray(int)
     12    0.0%    0.0%  T v8::EscapableHandleScope::EscapableHandleScope(v8::Isolate*)
     11    0.0%    0.0%  t v8::internal::(anonymous namespace)::InstantiateObject(v8::internal::Isolate*, v8::internal::Handle<v8::internal::ObjectTemplateInfo>, v8::internal::Handle<v8::internal::JSReceiver>, bool, bool)
     11    0.0%    0.0%  t non-virtual thunk to node::(anonymous namespace)::Parser::OnStreamAlloc(unsigned long)
     11    0.0%    0.0%  T v8::internal::String::Trim(v8::internal::Handle<v8::internal::String>, v8::internal::String::TrimMode)
     11    0.0%    0.0%  T v8::internal::SeqString::Truncate(v8::internal::Handle<v8::internal::SeqString>, int)
     11    0.0%    0.0%  T v8::internal::LookupIterator::GetDataValue() const
     11    0.0%    0.0%  T v8::internal::JSReceiver::SetOrCopyDataProperties(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Object>, v8::internal::ScopedVector<v8::internal::Handle<v8::internal::Object> > const*, bool)
     11    0.0%    0.0%  T node::LibuvStreamWrap::OnUvAlloc(unsigned long, uv_buf_t*)
     11    0.0%    0.0%  T node::DTRACE_HTTP_SERVER_REQUEST(v8::FunctionCallbackInfo<v8::Value> const&)
     10    0.0%    0.0%  t double v8::internal::InternalStringToInt<unsigned char const*, unsigned char const*>(v8::internal::UnicodeCache*, unsigned char const*, unsigned char const*, int)
     10    0.0%    0.0%  T v8::internal::PerIsolateAssertScope<(v8::internal::PerIsolateAssertType)1, false>::IsAllowed(v8::internal::Isolate*)
     10    0.0%    0.0%  T v8::internal::JSReceiver::SetProperties(v8::internal::HeapObject*)
     10    0.0%    0.0%  T v8::internal::HandleScope::Extend(v8::internal::Isolate*)
     10    0.0%    0.0%  T v8::internal::ApiNatives::InstantiateObject(v8::internal::Handle<v8::internal::ObjectTemplateInfo>, v8::internal::Handle<v8::internal::JSReceiver>)
     10    0.0%    0.0%  T v8::Integer::NewFromUnsigned(v8::Isolate*, unsigned int)
      9    0.0%    0.0%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::internal::StringCharacterStream>(v8::internal::StringCharacterStream*, v8::internal::String*, int)
      9    0.0%    0.0%  T v8::internal::String::SlowFlatten(v8::internal::Handle<v8::internal::ConsString>, v8::internal::PretenureFlag)
      9    0.0%    0.0%  T v8::internal::FlatStringReader::FlatStringReader(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>)
      9    0.0%    0.0%  T v8::internal::Factory::NewFixedArrayWithHoles(int, v8::internal::PretenureFlag)
      8    0.0%    0.0%  t v8::internal::ScavengeWeakObjectRetainer::RetainAs(v8::internal::Object*)
      8    0.0%    0.0%  t v8::internal::Dictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::Add(v8::internal::Handle<v8::internal::NameDictionary>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDetails, int*)
      8    0.0%    0.0%  t node::LibuvStreamWrap::ReadStart()::$_2::__invoke(uv_stream_s*, long, uv_buf_t const*)
      8    0.0%    0.0%  t node::AliasedBuffer<double, v8::Float64Array>::AliasedBuffer(node::AliasedBuffer<double, v8::Float64Array> const&)
      8    0.0%    0.0%  T v8::internal::String::ComputeAndSetHash()
      8    0.0%    0.0%  T v8::internal::JSObject::EnsureWritableFastElements(v8::internal::Handle<v8::internal::JSObject>)
      8    0.0%    0.0%  T v8::internal::BaseNameDictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::EnsureCapacity(v8::internal::Handle<v8::internal::NameDictionary>, int)
      8    0.0%    0.0%  T v8::TryCatch::~TryCatch()
      8    0.0%    0.0%  T node::NodePlatform::MonotonicallyIncreasingTime()
      8    0.0%    0.0%  T _uv_update_time
      8    0.0%    0.0%  T _http_message_needs_eof
      7    0.0%    0.0%  t v8::internal::HashTable<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::EnsureCapacity(v8::internal::Handle<v8::internal::NameDictionary>, int, v8::internal::PretenureFlag)
      7    0.0%    0.0%  T v8::internal::JsonStringifier::JsonStringifier(v8::internal::Isolate*)
      7    0.0%    0.0%  T v8::String::WriteUtf8(char*, int, int*, int) const
      7    0.0%    0.0%  T node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      7    0.0%    0.0%  T _uv_write2
      7    0.0%    0.0%  T _uv_try_write
      7    0.0%    0.0%  T _host_self_trap
      7    0.0%    0.0%  T __kernelrpc_mach_vm_deallocate_trap
      6    0.0%    0.0%  t v8::internal::Builtin_Impl_ObjectAssign(v8::internal::BuiltinArguments, v8::internal::Isolate*)
      6    0.0%    0.0%  t v8::internal::(anonymous namespace)::UpdateDescriptorForValue(v8::internal::Handle<v8::internal::Map>, int, v8::internal::PropertyConstness, v8::internal::Handle<v8::internal::Object>)
      6    0.0%    0.0%  t unibrow::Utf8::Encode(char*, unsigned int, int, bool)
      6    0.0%    0.0%  t node::(anonymous namespace)::Parser::Proxy<int (node::(anonymous namespace)::Parser::*)(), &(node::(anonymous namespace)::Parser::on_message_complete())>::Raw(http_parser*)
      6    0.0%    0.0%  t node::(anonymous namespace)::Parser::OnStreamAlloc(unsigned long)
      6    0.0%    0.0%  T v8::internal::StoreBuffer::MoveEntriesToRememberedSet(int)
      6    0.0%    0.0%  T v8::internal::Object::ConvertToString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>)
      6    0.0%    0.0%  T v8::internal::JsonStringifier::StackPush(v8::internal::Handle<v8::internal::Object>)
      6    0.0%    0.0%  T v8::internal::IncrementalStringBuilder::IncrementalStringBuilder(v8::internal::Isolate*)
      6    0.0%    0.0%  T _uv_buf_init
      5    0.0%    0.0%  t void v8::internal::SlotSet::Insert<(v8::internal::AccessMode)0>(int)
      5    0.0%    0.0%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::Utf8LengthHelper::Visitor>(v8::Utf8LengthHelper::Visitor*, v8::internal::String*, int)
      5    0.0%    0.0%  t node::Read(v8::FunctionCallbackInfo<v8::Value> const&)
      5    0.0%    0.0%  t node::LibuvStreamWrap::ReadStart()::$_1::__invoke(uv_handle_s*, unsigned long, uv_buf_t*)
      5    0.0%    0.0%  t _tiny_size
      5    0.0%    0.0%  t _free_small
      5    0.0%    0.0%  T v8::internal::Object::ToInt32(int*)
      5    0.0%    0.0%  T v8::internal::Object::SetPropertyInternal(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode, v8::internal::Object::StoreFromKeyed, bool*)
      5    0.0%    0.0%  T v8::internal::JsonStringifier::Stringify(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      5    0.0%    0.0%  T v8::internal::Dictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::SetEntry(int, v8::internal::Object*, v8::internal::Object*, v8::internal::PropertyDetails)
      5    0.0%    0.0%  T v8::Isolate::SuppressMicrotaskExecutionScope::~SuppressMicrotaskExecutionScope()
      5    0.0%    0.0%  T node::TTYWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      5    0.0%    0.0%  T node::DTRACE_HTTP_SERVER_RESPONSE(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  t v8::internal::Builtin_Impl_StringPrototypeTrim(v8::internal::BuiltinArguments, v8::internal::Isolate*)
      4    0.0%    0.0%  t node::(anonymous namespace)::Parser::Proxy<int (node::(anonymous namespace)::Parser::*)(char const*, unsigned long), &(node::(anonymous namespace)::Parser::on_url(char const*, unsigned long))>::Raw(http_parser*, char const*, unsigned long)
      4    0.0%    0.0%  t _uv__run_timers
      4    0.0%    0.0%  t _nano_common_configure
      4    0.0%    0.0%  T v8::internal::String::SlowAsArrayIndex(unsigned int*)
      4    0.0%    0.0%  T v8::internal::Isolate::UnregisterTryCatchHandler(v8::TryCatch*)
      4    0.0%    0.0%  T v8::internal::Heap::CreateFillerObjectAt(unsigned char*, int, v8::internal::ClearRecordedSlots)
      4    0.0%    0.0%  T v8::internal::Factory::NewRawTwoByteString(int, v8::internal::PretenureFlag)
      4    0.0%    0.0%  T v8::Value::ToString(v8::Isolate*) const
      4    0.0%    0.0%  T node::LibuvStreamWrap::DoTryWrite(uv_buf_t**, unsigned long*)
      4    0.0%    0.0%  T _uv_run
      3    0.0%    0.0%  t v8::internal::Scavenger::ScavengeObject(v8::internal::HeapObject**, v8::internal::HeapObject*)
      3    0.0%    0.0%  t v8::internal::JSObject::WriteToField(int, v8::internal::PropertyDetails, v8::internal::Object*)
      3    0.0%    0.0%  t v8::internal::GlobalHandles::Node::Release()
      3    0.0%    0.0%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::Utf8WriterVisitor>(v8::Utf8WriterVisitor*, v8::internal::String*, int)
      3    0.0%    0.0%  t node::Binding(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  t _uv__io_stop
      3    0.0%    0.0%  T v8::internal::Zone::New(unsigned long)
      3    0.0%    0.0%  T v8::internal::TransitionsAccessor::Initialize()
      3    0.0%    0.0%  T v8::internal::String::ComputeArrayIndex(unsigned int*)
      3    0.0%    0.0%  T v8::internal::StackFrameIterator::StackFrameIterator(v8::internal::Isolate*, v8::internal::ThreadLocalTop*)
      3    0.0%    0.0%  T v8::internal::Scavenger::Process(v8::internal::Scavenger::Barrier*)
      3    0.0%    0.0%  T v8::internal::Runtime::SetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
      3    0.0%    0.0%  T v8::internal::NewSpace::UpdateAllocationInfo()
      3    0.0%    0.0%  T v8::internal::Map::Update(v8::internal::Handle<v8::internal::Map>)
      3    0.0%    0.0%  T v8::internal::Logger::ApiObjectAccess(char const*, v8::internal::JSObject*)
      3    0.0%    0.0%  T v8::internal::Heap::Scavenge()
      3    0.0%    0.0%  T v8::internal::CancelableTaskManager::Register(v8::internal::Cancelable*)
      3    0.0%    0.0%  T v8::internal::Builtin_ObjectEntries(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  T node::StringBytes::Write(v8::Isolate*, char*, unsigned long, v8::Local<v8::Value>, node::encoding, int*)
      3    0.0%    0.0%  T _mach_msg_trap
      2    0.0%    0.0%  t v8::internal::compiler::(anonymous namespace)::SourcePositionWrapper::Reduce(v8::internal::compiler::Node*)
      2    0.0%    0.0%  t v8::internal::ScavengingTask::RunInParallel()
      2    0.0%    0.0%  t v8::internal::PagedSpace::Available()
      2    0.0%    0.0%  t v8::internal::FeedbackVector::ComputeCounts(int*, int*, int*, bool)
      2    0.0%    0.0%  t v8::internal::AggregatedMemoryHistogram<v8::internal::Histogram>::AddSample(double, double)
      2    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::SetLengthImpl(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSArray>, unsigned int, v8::internal::Handle<v8::internal::FixedArrayBase>)
      2    0.0%    0.0%  t node::cares_wrap::(anonymous namespace)::ChannelWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  t _uv__write_req_finish
      2    0.0%    0.0%  t _uv__write_callbacks
      2    0.0%    0.0%  t _uv__stream_osx_interrupt_select
      2    0.0%    0.0%  t _szone_size
      2    0.0%    0.0%  t _mvm_allocate_pages_securely
      2    0.0%    0.0%  T v8::internal::compiler::GraphReducer::ReduceTop()
      2    0.0%    0.0%  T v8::internal::SemiSpace::Swap(v8::internal::SemiSpace*, v8::internal::SemiSpace*)
      2    0.0%    0.0%  T v8::internal::Scope::Snapshot::Snapshot(v8::internal::Scope*)
      2    0.0%    0.0%  T v8::internal::ScavengeJob::ScheduleIdleTaskIfNeeded(v8::internal::Heap*, int)
      2    0.0%    0.0%  T v8::internal::PauseAllocationObserversScope::~PauseAllocationObserversScope()
      2    0.0%    0.0%  T v8::internal::JSReceiver::GetOwnEntries(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::PropertyFilter)
      2    0.0%    0.0%  T v8::internal::JSReceiver::GetCreationContext()
      2    0.0%    0.0%  T v8::internal::Heap::PerformGarbageCollection(v8::internal::GarbageCollector, v8::GCCallbackFlags)
      2    0.0%    0.0%  T v8::internal::Factory::NewNumber(double, v8::internal::PretenureFlag)
      2    0.0%    0.0%  T v8::internal::Factory::NewHeapNumber(v8::internal::MutableMode, v8::internal::PretenureFlag)
      2    0.0%    0.0%  T v8::internal::Factory::CopyJSObject(v8::internal::Handle<v8::internal::JSObject>)
      2    0.0%    0.0%  T v8::internal::Builtin_ObjectAssign(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Builtin_JsonStringify(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Bitmap::Clear()
      2    0.0%    0.0%  T v8::Value::IsArrayBufferView() const
      2    0.0%    0.0%  T v8::TryCatch::TryCatch(v8::Isolate*)
      2    0.0%    0.0%  T v8::Object::InternalFieldCount()
      2    0.0%    0.0%  T v8::Isolate::SuppressMicrotaskExecutionScope::SuppressMicrotaskExecutionScope(v8::Isolate*)
      2    0.0%    0.0%  T v8::CpuProfiler::SetIdle(bool)
      2    0.0%    0.0%  T _pthread_setcanceltype
      2    0.0%    0.0%  T _proc_name
      2    0.0%    0.0%  T _mach_reply_port
      2    0.0%    0.0%  T __kernelrpc_mach_vm_purgable_control_trap
      1    0.0%    0.0%  t v8::internal::compiler::Typer::Visitor::Reduce(v8::internal::compiler::Node*)
      1    0.0%    0.0%  t v8::internal::ScavengingTask::~ScavengingTask()
      1    0.0%    0.0%  t v8::internal::Scavenger::EvacuateShortcutCandidate(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::ConsString*, int)
      1    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::BindingPatternUnexpectedToken()
      1    0.0%    0.0%  t v8::internal::PagedSpace::Size()
      1    0.0%    0.0%  t v8::internal::PageScavengingItem::Process(v8::internal::Scavenger*)
      1    0.0%    0.0%  t v8::internal::ItemParallelJob::Run()
      1    0.0%    0.0%  t v8::internal::Builtin_Impl_NumberPrototypeToString(v8::internal::BuiltinArguments, v8::internal::Isolate*)
      1    0.0%    0.0%  t v8::internal::AstNumberingVisitor::VisitNoStackOverflowCheck(v8::internal::AstNode*)
      1    0.0%    0.0%  t v8::internal::(anonymous namespace)::FastElementsAccessor<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::MoveElements(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSArray>, v8::internal::Handle<v8::internal::FixedArrayBase>, int, int, int, int, int)
      1    0.0%    0.0%  t v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::base::DefaultAllocationPolicy>::Resize(v8::base::DefaultAllocationPolicy)
      1    0.0%    0.0%  t v8::base::TemplateHashMapEntry<void*, void*>* v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::base::DefaultAllocationPolicy>::LookupOrInsert<v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::base::DefaultAllocationPolicy>::LookupOrInsert(void* const&, unsigned int, v8::base::DefaultAllocationPolicy)::'lambda'()>(void* const&, unsigned int, v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::base::DefaultAllocationPolicy>::LookupOrInsert(void* const&, unsigned int, v8::base::DefaultAllocationPolicy)::'lambda'() const&, v8::base::DefaultAllocationPolicy)
      1    0.0%    0.0%  t v8::RecursivelySerializeToUtf8(v8::internal::String*, v8::Utf8WriterVisitor*, int)
      1    0.0%    0.0%  t uv
      1    0.0%    0.0%  t std::__1::__hash_table<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::__unordered_map_hasher<unsigned long long, std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::hash<unsigned long long>, true>, std::__1::__unordered_map_equal<unsigned long long, std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::equal_to<unsigned long long>, true>, std::__1::allocator<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*> > >::erase(std::__1::__hash_const_iterator<std::__1::__hash_node<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, void*>*>)
